"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@ThomasMailund You seem to display a lot of anger here. Not sure how to help though as it‚Äôs not clear what the prob‚Ä¶ https://t.co/BBl0G6EYZn",FALSE,0,"ThomasMailund",2018-03-01 20:27:45,TRUE,"969305756884459520","969308231175692288","385276586","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>","romain_francois",0,FALSE,FALSE,NA,NA
"Now with Ì†ΩÌ≤Ø% more header yas https://t.co/AKMxvUY37X
@gitlab pages thoughts: early days maybe but awesome
On‚Ä¶ https://t.co/YjTDGworZD",FALSE,0,"rickydelaveaga",2018-03-01 19:12:14,TRUE,"968963345591164928","969289224150138880","155049842","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>","rickydelaveaga",0,FALSE,FALSE,NA,NA
"@una, @chrisdhanaraj Related to my enthusiastic handwaving yesterday about A/B testing with @Netlify ... it's rathe‚Ä¶ https://t.co/p8kvtMPX5R",FALSE,1,"Una",2018-03-01 18:37:12,TRUE,NA,"969280409912659969","17178315","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","philhawksworth",0,FALSE,FALSE,NA,NA
"@Kikobeats @Netlify yes, you can. Look for the commit status notification settings in your account https://t.co/aKlzLlFmoS",FALSE,0,"Kikobeats",2018-03-01 17:58:32,FALSE,"969269384643477509","969270680196804609","101198215","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","calavera",0,FALSE,FALSE,NA,NA
"@Netlify hey guys, Can I associate multiple netlify projects with a GitHub repository? The idea is show both builds into PR's",FALSE,0,"Netlify",2018-03-01 17:53:24,FALSE,NA,"969269384643477509","2571501973","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kikobeats",0,FALSE,FALSE,NA,NA
"RT @DNSFilter: Shout out to @SlackHQ @saucelabs @waffleio @Netlify @moqups @pixelmator @circleci @github - thanks for making awesome tools‚Ä¶",FALSE,0,NA,2018-03-01 17:37:28,FALSE,NA,"969265374939308032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gibikha",2,TRUE,FALSE,NA,NA
"@Netlify sorted it out through another channel :)",FALSE,0,"Netlify",2018-03-01 17:14:20,FALSE,NA,"969259554755268608","2571501973","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","40_thieves",0,FALSE,FALSE,NA,NA
"@Netlify Been waiting 30 minutes for a deploy to start. It's been sat in enqueued. Your status page claims everythi‚Ä¶ https://t.co/Fz8M6llMjT",FALSE,0,"Netlify",2018-03-01 16:22:16,TRUE,NA,"969246452328402944","2571501973","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","colinhowe",0,FALSE,FALSE,NA,NA
"RT @DNSFilter: Shout out to @SlackHQ @saucelabs @waffleio @Netlify @moqups @pixelmator @circleci @github - thanks for making awesome tools‚Ä¶",FALSE,0,NA,2018-03-01 14:58:40,FALSE,NA,"969225412239863808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maryiafelice",2,TRUE,FALSE,NA,NA
"@Netlify Hi! Am I doing something wrong? Every time I refresh the dashboard, my auth with Github is lost. Trying to‚Ä¶ https://t.co/Dw9LmmSAzB",FALSE,0,"Netlify",2018-03-01 14:43:54,TRUE,NA,"969221695012835331","2571501973","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","40_thieves",0,FALSE,FALSE,NA,NA
"After today‚Äôs @syntaxfm podcast about @gatsbyjs - I was curious - @wesbos or @stolinski - would it be possible to c‚Ä¶ https://t.co/fLGnSkSIOk",FALSE,0,NA,2018-03-01 14:38:39,TRUE,NA,"969220377506467840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anthonybronkema",0,FALSE,FALSE,NA,NA
"@TruJared @Netlify Thanks Jared Ì†æÌ¥ó",FALSE,0,"TruJared",2018-03-01 13:49:48,FALSE,"969204723474673664","969208082504003584","2968618079","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rafahari",0,FALSE,FALSE,NA,NA
"RT @troubalex: Seriously, @Netlify, mind blown. From sign-up to deployed site in less than 5 min. On a train, after a long day. https://t.c‚Ä¶",FALSE,0,NA,2018-03-01 13:45:41,FALSE,NA,"969207046464655361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jasonlcarvalho",13,TRUE,FALSE,NA,NA
"Just migrated a few SPAs to @Netlify. Literally impossible to make the process any easier. Super impressive Ì†ΩÌ±çÌ†ºÌøª",FALSE,1,NA,2018-03-01 13:36:27,FALSE,NA,"969204723474673664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TruJared",0,FALSE,FALSE,NA,NA
"you can use this @Netlify feature for other things too: https://t.co/KgT95T2Nuw",FALSE,2,"philhawksworth",2018-03-01 12:42:47,FALSE,"968109066806616066","969191215609638912","7655012","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","philhawksworth",0,FALSE,FALSE,NA,NA
"A crafty little trick on @Netlify - use the built-in Split Testing feature to power an ""opt-in to my beta"" section‚Ä¶ https://t.co/FnN3jJIPTZ",FALSE,1,NA,2018-03-01 12:39:02,TRUE,NA,"969190271480205312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","philhawksworth",1,FALSE,FALSE,NA,NA
"@angieg0nzalez @wesbos @syntaxfm Ì†ΩÌ∏∫Ì†ΩÌ±ç¬†Getting ready to listen to the syntax about why @netlify and other Static Site‚Ä¶ https://t.co/9wxVN3PR2D",FALSE,0,"angieg0nzalez",2018-03-01 08:55:44,TRUE,"968896184214368256","969134078598492160","18922464","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","batcatsmirre",0,FALSE,FALSE,NA,NA
"@zellwk @SaraSoueidan @Netlify Hmm. I have a similar form on my site which looks ok. I just tried yours‚Ä¶ https://t.co/g0jBNAPcMP",FALSE,0,"zellwk",2018-03-01 08:18:30,TRUE,"969053246667964417","969124708661809152","249045231","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","philhawksworth",0,FALSE,FALSE,NA,NA
"RT @Netlify: Ì†ΩÌ±ã We're looking for cool stories about what y'all are building with the (beta) Form Handling, Identity, and Functions features‚Ä¶",FALSE,0,NA,2018-03-01 07:23:53,FALSE,NA,"969110965236137984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lwwarren",5,TRUE,FALSE,NA,NA
"@SaraSoueidan @zellwk @Netlify Not seeing any issues when testing from here and our email service shows the form no‚Ä¶ https://t.co/j0RwbvMli7",FALSE,0,"SaraSoueidan",2018-03-01 07:05:23,TRUE,"969042212460822528","969106308631678977","717654410","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","biilmann",0,FALSE,FALSE,NA,NA
"RT @1klinesofcode: For Day 10 of #100DaysOfCode, I pushed my responsive demo to @Netlify, which I love. It's so easy and intuitive. Check i‚Ä¶",FALSE,0,NA,2018-03-01 05:22:15,FALSE,NA,"969080352496148480",NA,"<a href=""https://www.github.com/arun4033622"" rel=""nofollow"">HeyFellowHuman</a>","100DaysOfXBot",2,TRUE,FALSE,NA,NA
"RT @1klinesofcode: For Day 10 of #100DaysOfCode, I pushed my responsive demo to @Netlify, which I love. It's so easy and intuitive. Check i‚Ä¶",FALSE,0,NA,2018-03-01 05:22:15,FALSE,NA,"969080352319987712",NA,"<a href=""https://100daysofcode.com"" rel=""nofollow"">30days30sites</a>","_30days30sites",2,TRUE,FALSE,NA,NA
"For Day 10 of #100DaysOfCode, I pushed my responsive demo to @Netlify, which I love. It's so easy and intuitive. Ch‚Ä¶ https://t.co/cMP0NLH8zn",FALSE,2,NA,2018-03-01 05:22:15,TRUE,NA,"969080351099375616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","1klinesofcode",2,FALSE,FALSE,NA,NA
"@wesbos Just moved my blog to @netlify (from a droplet) and holy cow it's good.",FALSE,0,"wesbos",2018-03-01 05:04:06,FALSE,NA,"969075783967920133","815246","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jmz7v",0,FALSE,FALSE,NA,NA
"@syntaxfm would LOVE to hear about @netlify webhooks and setting up automatic deploys, say when I publish a Wordpre‚Ä¶ https://t.co/EmYpVJcOVN",FALSE,1,"syntaxfm",2018-03-01 04:49:28,TRUE,NA,"969072101268312064","733722018596687872","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ARasheedPhoto",0,FALSE,FALSE,NA,NA
"Shout out to @SlackHQ @saucelabs @waffleio @Netlify @moqups @pixelmator @circleci @github - thanks for making aweso‚Ä¶ https://t.co/rdVIr85mr5",FALSE,3,NA,2018-03-01 04:21:25,TRUE,NA,"969065045282967552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DNSFilter",2,FALSE,FALSE,NA,NA
"@LoneWulfXIII @Netlify  https://t.co/NhrOVHoYgd",FALSE,0,"LoneWulfXIII",2018-03-01 04:18:52,FALSE,"968667102109405184","969064403470618625","465218246","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pkayokay",0,FALSE,FALSE,NA,NA
"@SaraSoueidan @Netlify @philhawksworth Let me know when it‚Äôs fixed and I‚Äôll submit again :)",FALSE,0,"SaraSoueidan",2018-03-01 03:34:32,FALSE,"969043079478042624","969053246667964417","717654410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","zellwk",0,FALSE,FALSE,NA,NA
"@zellwk @Netlify @philhawksworth Well, he always does so I hope he can help :D",FALSE,1,"zellwk",2018-03-01 02:54:08,FALSE,"969042923902812160","969043079478042624","249045231","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>","SaraSoueidan",0,FALSE,FALSE,NA,NA
"@SaraSoueidan @Netlify Hmm, I haven't used @netlify, so not sure what's happening. Maybe @philhawksworth can swoop‚Ä¶ https://t.co/eV6vVwE19v",FALSE,0,"SaraSoueidan",2018-03-01 02:53:31,TRUE,"969042212460822528","969042923902812160","717654410","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","zellwk",0,FALSE,FALSE,NA,NA
"@zellwk OK so the form appears to have a problem. I‚Äôm not sure if it‚Äôs something on the @Netlify side because I lit‚Ä¶ https://t.co/nk2ztQiCm2",FALSE,0,"zellwk",2018-03-01 02:50:42,TRUE,"969040069292994560","969042212460822528","249045231","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>","SaraSoueidan",0,FALSE,FALSE,NA,NA
"RT @LevelUpTuts: Pro Gatsby is now for sale! 
https://t.co/0xlkynFNsD

Build lightning fast static sites using.
@gatsbyjs @reactjs @Netlify‚Ä¶",FALSE,0,NA,2018-03-01 02:34:49,FALSE,NA,"969038215687655425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sirius_B",13,TRUE,FALSE,NA,NA
"@Netlify i create netlify website with repository setting point to my gitlab repo, and then i'm using publii with n‚Ä¶ https://t.co/WrDvxMRz0Y",FALSE,0,"Netlify",2018-03-01 00:39:37,TRUE,NA,"969009225950097410","2571501973","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ngantuk",0,FALSE,FALSE,NA,NA
"Just moved my website https://t.co/ATwfnVaSYC to @Netlify. Really great service, and easy to handle with great feat‚Ä¶ https://t.co/ZsbpwBDXQO",FALSE,0,NA,2018-03-01 00:08:03,TRUE,NA,"969001283117035521",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","KurzGedanke",0,FALSE,FALSE,NA,NA
".@Netlify feature request: simple self-hosted comments section for static sites",FALSE,1,NA,2018-02-28 22:22:04,FALSE,NA,"968974610367746049",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","coryetzkorn",0,FALSE,FALSE,NA,NA
"RT @Netlify: Ì†ΩÌ±ã We're looking for cool stories about what y'all are building with the (beta) Form Handling, Identity, and Functions features‚Ä¶",FALSE,0,NA,2018-02-28 21:48:19,FALSE,NA,"968966116277092355",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","thenewdynamic",5,TRUE,FALSE,NA,NA
"@Netlify As for more feedback on the Netlify form handling I noticed that you started rolling out a feature to add‚Ä¶ https://t.co/TSgeNVnLUV",FALSE,0,"Netlify",2018-02-28 21:37:11,TRUE,"968959768948752385","968963316184793089","2571501973","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ryanwiemer",0,FALSE,FALSE,NA,NA
"@Netlify @Netlify I have been making my static sites feel more ‚Äúdynamic‚Äù with easy contact forms. No backend code n‚Ä¶ https://t.co/Gg67fY2zZ2",FALSE,3,"Netlify",2018-02-28 20:52:42,TRUE,"968892946169839617","968952119741972480","2571501973","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ryanwiemer",0,FALSE,FALSE,NA,NA
"@stolinski @wesbos Love the new Syntax episode! I'm definitely gonna check out @gatsbyjs and @Netlify to build out my personal blog.",FALSE,3,"stolinski",2018-02-28 20:06:57,FALSE,NA,"968940606679584769","18727585","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AndrewMenich",0,FALSE,FALSE,NA,NA
"@david_luhr @gatsbyjs @reactjs @Netlify @NetlifyCMS @contentful @github Super glad to hear it!",FALSE,0,"david_luhr",2018-02-28 20:04:29,FALSE,"968911507923787777","968939986148933632","866462250176921601","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LevelUpTuts",0,FALSE,FALSE,NA,NA
"@dangitdennis @stolinski @gatsbyjs @reactjs @Netlify @NetlifyCMS @contentful @github It goes much further and much‚Ä¶ https://t.co/ukL2NyvR1m",FALSE,1,"dangitdennis",2018-02-28 20:04:19,TRUE,"968916448226828288","968939946328248321","855260112394506241","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LevelUpTuts",0,FALSE,FALSE,NA,NA
"RT @Netlify: Ì†ΩÌ±ã We're looking for cool stories about what y'all are building with the (beta) Form Handling, Identity, and Functions features‚Ä¶",FALSE,0,NA,2018-02-28 19:01:43,FALSE,NA,"968924188852436992",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","bhenbe",5,TRUE,FALSE,NA,NA
"RT @Netlify: Ì†ΩÌ±ã We're looking for cool stories about what y'all are building with the (beta) Form Handling, Identity, and Functions features‚Ä¶",FALSE,0,NA,2018-02-28 18:46:04,FALSE,NA,"968920251470462976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YourWebDevGuy",5,TRUE,FALSE,NA,NA
"@LevelUpTuts @stolinski @gatsbyjs @reactjs @Netlify @NetlifyCMS @contentful @github How does this build on top of y‚Ä¶ https://t.co/ZBqfDi4zPy",FALSE,0,"LevelUpTuts",2018-02-28 18:30:57,TRUE,"968532164911362048","968916448226828288","500342947","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dangitdennis",0,FALSE,FALSE,NA,NA
"@LevelUpTuts @gatsbyjs @reactjs @Netlify @NetlifyCMS @contentful @github Loving the series so far! Thank you for making this happen!",FALSE,1,"LevelUpTuts",2018-02-28 18:11:19,FALSE,"968532164911362048","968911507923787777","500342947","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","david_luhr",0,FALSE,FALSE,NA,NA
"RT @LevelUpTuts: Pro Gatsby is now for sale! 
https://t.co/0xlkynFNsD

Build lightning fast static sites using.
@gatsbyjs @reactjs @Netlify‚Ä¶",FALSE,0,NA,2018-02-28 18:09:25,FALSE,NA,"968911029102104576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nolansym",13,TRUE,FALSE,NA,NA
"RT @khaled_garbaya: @saifalfalah @austriker27 @gatsbyjs @Netlify @contentful Shameless self plug, i made a video series about Gatsbyjs and‚Ä¶",FALSE,0,NA,2018-02-28 17:09:03,FALSE,NA,"968895838356348928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GokulRaja",2,TRUE,FALSE,NA,NA
"RT @Netlify: Ì†ΩÌ±ã We're looking for cool stories about what y'all are building with the (beta) Form Handling, Identity, and Functions features‚Ä¶",FALSE,0,NA,2018-02-28 17:01:15,FALSE,NA,"968893873752719360",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","stolinski",5,TRUE,FALSE,NA,NA
"@Netlify actually, do branch subdomains include the post-processing snippet injections? e.g. will they be tracked on google analytics?",FALSE,0,"neefstweets",2018-02-28 16:40:55,FALSE,"968805486467407873","968888755498225664","371421835","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neefstweets",0,FALSE,FALSE,NA,NA
"@kazuho @icing @bagder @zwoop @ask Globbing is more applicable to static site hosting like @Netlify and the like. C‚Ä¶ https://t.co/pICRGcbYes",FALSE,0,"kazuho",2018-02-28 15:45:04,TRUE,"968873201777360896","968874701735931904","4005291","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sebdeckers",0,FALSE,FALSE,NA,NA
"RT @BorisPocatko: Read more about Static sites with #KenticoCloud, @Wyam and @Netlify by  @_kbortnik on his fresh blog running on @kenticoc‚Ä¶",FALSE,0,NA,2018-02-28 14:34:53,FALSE,NA,"968857041044459521",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Wyamio",3,TRUE,FALSE,NA,NA
"@saifalfalah @gatsbyjs @Netlify @contentful Well currently integrating a contentful is a blocker for me so I'm hopi‚Ä¶ https://t.co/HVRWFX8GaP",FALSE,1,"saifalfalah",2018-02-28 14:24:20,TRUE,"968736998981799937","968854384779014145","480589119","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","austriker27",0,FALSE,FALSE,NA,NA
"@khaled_garbaya @saifalfalah @gatsbyjs @Netlify @contentful Awesome, I'll check them out! Thanks for sharing!",FALSE,1,"khaled_garbaya",2018-02-28 14:22:06,FALSE,"968748921475489792","968853823799226368","203016787","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","austriker27",0,FALSE,FALSE,NA,NA
"RT @BorisPocatko: Read more about Static sites with #KenticoCloud, @Wyam and @Netlify by  @_kbortnik on his fresh blog running on @kenticoc‚Ä¶",FALSE,0,NA,2018-02-28 13:51:48,FALSE,NA,"968846198521163776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shaunakozca",3,TRUE,FALSE,NA,NA
"@_shirish @Netlify Wonderful!
Ì†ΩÌπå",FALSE,0,"_shirish",2018-02-28 13:49:28,FALSE,"968832539874832384","968845612207702017","25048064","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","philhawksworth",0,FALSE,FALSE,NA,NA
"@decrepit_webdev @Netlify Yay! (@denzphee is one of the excellent @Netlify support engineers who teach me things on a *daily* basis!)",FALSE,2,"decrepit_webdev",2018-02-28 13:44:03,FALSE,"968832349646532608","968844245774807040","932112357823860736","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","philhawksworth",0,FALSE,FALSE,NA,NA
"@philhawksworth @Netlify You were right Phil. It was a webhook issue created twice. Re-linking the repo again from gitlab fixed the issue. Ì†ΩÌ±ç",FALSE,0,"philhawksworth",2018-02-28 12:57:32,FALSE,"968822392121384961","968832539874832384","7655012","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_shirish",0,FALSE,FALSE,NA,NA
"Hey @Netlify, thanks for the great customer service! Dennis did a really nice job for me!",FALSE,4,NA,2018-02-28 12:56:46,FALSE,NA,"968832349646532608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","decrepit_webdev",0,FALSE,FALSE,NA,NA
"RT @LevelUpTuts: Pro Gatsby is now for sale! 
https://t.co/0xlkynFNsD

Build lightning fast static sites using.
@gatsbyjs @reactjs @Netlify‚Ä¶",FALSE,0,NA,2018-02-28 12:56:40,FALSE,NA,"968832324744949760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","w3sams",13,TRUE,FALSE,NA,NA
"@philhawksworth @Netlify Sure do. Phil. Ì†ΩÌ±ç Thanks very much for the pointers Ì†æÌ¥ò",FALSE,0,"philhawksworth",2018-02-28 12:51:53,FALSE,"968822392121384961","968831119264178177","7655012","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_shirish",0,FALSE,FALSE,NA,NA
"RT @Netlify: Excellent post by @borisschapira about web architectures and the #JAMstack:

https://t.co/I67oQnjcql",FALSE,0,NA,2018-02-28 12:46:33,FALSE,NA,"968829778924105728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","christian_hudon",19,TRUE,FALSE,NA,NA
